file,count,avg_viability,avg_circularity,avg_intensity,radius (area / pi),pct_analyzed,background_intenstiy,avg_area
image_252.png,75,81.34,0.50613,156.8,,25.54474982381959,180.62897478702732,5316.37
image_253.png,70,82.48,0.44386,158.79,,25.911461336408482,181.17003888243076,5777.89
image_254.png,75,76.91,0.45333,156.33,,23.83310910372221,183.38478867691094,4960.15
image_255.png,41,71.02,0.48805,182.21,,22.016592991223014,214.2406935545971,8381.88
image_256.png,4,63.59,0.595,106.37,,0.688641168556602,134.86462598318275,2687.25
image_257.png,19,0.12,0.54842,95.66,,6.181754116215004,212.0952078174508,5078.47
image_258.png,20,53.55,0.529,166.15,,11.710423473637006,209.0193029384282,9139.4
image_259.png,88,71.73,0.45977,154.76,,27.1513870203088,185.6175365608926,4815.98
image_260.png,17,5.88,0.49882,91.39,,6.29547056185534,210.05031526805897,5780.35
image_261.png,17,-1.0,-1.0,-1.0,,0.0,190.21958018572894,-1.0
image_262.png,4,36.38,0.445,168.49,,1.3850983407008777,221.67933366835388,5405.0
image_263.png,68,67.62,0.46118,139.79,,23.486834518546992,172.7547451761745,5391.26
image_264.png,10,0.0,0.519,77.16,,4.7760266512909215,210.3681611758945,7454.9
image_265.png,6,56.72,0.47167,105.85,,1.104939458004997,140.0429059470523,2874.5
image_266.png,6,-1.0,-1.0,-1.0,,0.0,187.1248052989202,-1.0
image_267.png,94,79.9,0.4683,161.66,,25.987891600999426,187.47963813228324,4315.37
image_268.png,29,90.77,0.43103,124.59,,14.100647062592095,126.42221965488656,7589.55
image_269.png,25,12.5,0.4872,112.7,,6.206867832660644,214.0633123000745,3875.32
image_270.png,24,50.1,0.51208,169.72,,12.841501697738483,214.3997079425645,8351.79
image_271.png,3,56.82,0.42,110.54,,0.7480940483054648,137.3195900768525,3892.33
image_272.png,2,62.4,0.555,105.02,,1.013517842270485,132.17312882273413,7910.0
image_273.png,29,59.67,0.49483,165.19,,11.734512140431802,204.391368502606,6316.0
image_274.png,1,0.0,0.69,99.44,,0.3656223973348709,185.09223528199226,5707.0
image_275.png,3,88.49,0.39667,167.79,,0.08302902171823948,187.9418843067533,432.0
image_276.png,1,100.0,0.64,171.73,,0.3961816900506118,186.2499857026947,6184.0
image_277.png,10,90.44,0.405,192.83,,5.762829137036325,208.5866302184183,8995.2
image_278.png,3,28.56,0.55667,155.02,,0.26254084182202575,216.7417721467855,1366.0
image_279.png,3,-1.0,-1.0,-1.0,,0.0,205.95829854689563,-1.0
image_280.png,13,7.52,0.45,99.36,,3.810237683387789,212.35870153534813,4574.92
image_281.png,13,-1.0,-1.0,-1.0,,0.0,191.44587629998375,-1.0
image_282.png,13,-1.0,-1.0,-1.0,,0.0,204.4758269152478,-1.0
image_283.png,9,66.45,0.46556,193.17,,1.1061567044653724,227.90466669668723,1918.44
image_284.png,1,0.0,0.21,53.51,,1.5147030559292716,183.41446160540252,23643.0
image_285.png,81,73.79,0.46198,131.57,,25.263950285091934,161.01348233459453,4868.46
image_286.png,100,79.79,0.4634,160.08,,25.065410980844383,184.71989493778258,3912.46
image_287.png,5,64.72,0.46,190.44,,1.0030110833493497,226.60937827360934,3131.2
image_288.png,1,95.11,0.52,171.12,,0.013774104683195591,189.0518215251879,215.0
image_289.png,1,30.76,0.58,78.9,,0.9464411557434813,135.44786512629014,14773.0
image_290.png,1,-1.0,-1.0,-1.0,,0.0,192.29402149870944,-1.0
image_291.png,32,92.95,0.42531,131.73,,15.489653405086809,136.04949683591073,7555.56
image_292.png,1,56.47,0.4,94.78,,0.12813120635530784,135.90049259246638,2000.0
image_293.png,50,12.38,0.5582,96.4,,15.551412646550066,169.89559449837728,4854.84
image_294.png,86,73.91,0.44035,156.59,,20.868152988660388,186.15126896978506,3787.57
image_295.png,47,91.25,0.40277,171.52,,6.8808379780895645,187.91477685337208,2285.17
image_296.png,42,94.48,0.34643,176.06,,8.99211993080915,186.65662602750058,3341.86
image_297.png,70,78.65,0.46814,137.82,,26.829521429944265,162.52193968652867,5982.6
image_298.png,70,-1.0,-1.0,-1.0,,0.0,185.9969697555222,-1.0
image_299.png,93,83.49,0.46129,158.44,,25.374143122557495,179.77311014137368,4258.76
image_300.png,17,4.28,0.54882,104.81,,5.1779101800243446,209.3506286078401,4754.24
image_301.png,18,82.88,0.49056,174.05,,10.354282785572426,197.03300796053045,8978.89
image_302.png,6,68.54,0.43333,186.68,,0.3833045038119034,220.5533559036554,997.17
image_303.png,48,72.5,0.46938,145.71,,23.840989172913062,176.80166761632844,7752.79
image_304.png,18,13.77,0.50611,116.12,,6.430969312576078,209.98204393606787,5576.72
image_305.png,29,58.18,0.45862,168.23,,18.88718047280415,213.8340094218861,10165.86
image_306.png,83,70.05,0.4753,151.52,,22.150041642642066,182.6484524591616,4165.54
image_307.png,37,63.06,0.48541,175.8,,19.342494714587737,215.70380521453322,8159.92
image_308.png,44,11.73,0.55045,97.08,,14.62367864693446,172.84412893079767,5187.75
image_309.png,63,96.15,0.42063,175.7,,16.32039208149145,186.26666835566067,4043.57
image_310.png,60,81.2,0.50467,164.67,,27.64033570376065,188.48323791461505,7190.63
image_311.png,4,70.21,0.295,191.84,,1.8999295278365045,224.71191705996068,7414.0
image_312.png,99,79.27,0.44263,160.98,,25.567813440963548,185.65804458007037,4031.19
image_313.png,5,78.72,0.338,194.86,,0.32602985457108075,222.6277123161574,1017.8
image_314.png,15,82.23,0.39,196.89,,2.935934396822346,222.31865421012282,3055.13
image_315.png,88,78.5,0.46295,158.61,,27.237683387789097,183.55859294460788,4831.28
image_316.png,26,11.43,0.48538,118.07,,6.191107694278942,216.04700947873317,3716.81
image_317.png,20,0.0,0.486,98.39,,6.674995195079762,216.996452368281,5209.5
image_318.png,5,66.59,0.466,127.42,,1.4314177717983216,138.46588879760398,4468.6
image_319.png,1,0.0,0.27,64.94,,1.1631110256903068,187.13611686893245,18155.0
image_320.png,1,-1.0,-1.0,-1.0,,0.0,207.84258732292162,-1.0
image_321.png,1,-1.0,-1.0,-1.0,,0.0,194.34794679251002,-1.0
image_322.png,4,56.07,0.49,113.77,,1.551989236978666,143.1502984016945,6056.25
image_323.png,1,21.49,0.44,74.25,,1.8247165097059388,136.35743062519256,28482.0
image_324.png,3,66.56,0.44333,107.66,,0.5588442565186752,133.95959920155454,2907.67
image_325.png,97,38.83,0.4932,123.48,,19.307963354474982,177.2815054999637,3106.99
image_326.png,64,97.26,0.41984,178.28,,11.542699724517906,185.3460185797873,2815.16
image_327.png,1,0.0,0.19,67.1,,2.2271125632647832,188.23830190031774,34763.0
image_328.png,98,76.63,0.46429,159.99,,26.49529117816644,186.61760398836293,4220.05
image_329.png,84,40.75,0.51524,120.01,,19.75674290473445,171.76263587739177,3671.23
image_330.png,10,40.47,0.463,156.53,,1.3930424754949067,207.24409095989716,2174.4
